Organism; Proteom volume; Div Time 
Streptomyces albus G;14;4290
Saccharothrix mutabilis subsp. capreolus;1;4290
Thermoactinomyces vulgaris;5;4290
Burkholderia pseudomallei;5;4290
Pseudomonas sp. (strain PG2982);2;4290
Tatumella citrea;4;4290
Thermoanaerobacterium sp.;1;4290
Oceanicola granulosus (strain ATCC BAA-861 / DSM 15982 / KCTC 12143 / HTCC2516);3;4290
Oleispira antarctica;2;4290
Orientia tsutsugamushi;8;4290
Maribacter sp. (strain HTCC2170 / KCCM 42371);1;4290
Pedosphaera parvula (strain Ellin514);2;4290
Bacillus sp. (strain OY1-2);1;4290
Chlorogloeopsis fritschii (strain PCC 9212);1;4290
Achromobacter denitrificans;1;4290
Pseudomonas fluorescens biotype B;1;4290
Brevibacterium sterolicum;1;4290
Streptomyces sp. (strain SA-COO);1;4290
Chlamydia trachomatis serovar E (strain Sweden2);2;4290
Chlamydia trachomatis serovar B (strain TZ1A828/OT);2;4290
Clostridium paradoxum;3;4290
Treponema phagedenis;8;4290
Zobellia galactanivorans (strain DSM 12802 / CCUG 47099 / CIP 106680 / NCIMB 13871 / Dsij);10;4290
Pseudoalteromonas sp.;1;4290
Buchnera aphidicola subsp. Tuberolachnus salignus;2;4290
Burkholderia vietnamiensis;3;4290
Clostridium botulinum;10;4290
Thermobifida fusca;5;4290
Staphylococcus warneri;5;4290
Bacillus alcalophilus;4;4290
Buchnera aphidicola subsp. Schlechtendalia chinensis;17;4290
Lactobacillus plantarum (strain JDM1);4;4290
Rhodococcus fascians;12;4290
Liberibacter asiaticus (strain psy62);1;4290
Pseudomonas phage D3112;2;4290
Thermoanaerobacter brockii;6;4290
Treponema medium;1;4290
Mycobacterium aurum;1;4290
Moorella thermoacetica;9;4290
Pseudomonas pseudoalcaligenes;14;4290
Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3);6;4290
Vibrio sp. (strain JT0107);2;4290
Xanthomonas albilineans;2;4290
Komagataeibacter hansenii;4;4290
Acinetobacter baumannii (strain MDR-ZJ06);1;4290
Clostridium beijerinckii;6;4290
Listeria phage A500;2;4290
Sphingobium yanoikuyae;4;4290
Streptomyces glaucescens;20;4290
Clostridium propionicum;8;4290
Streptomyces viridosporus;2;4290
Mycoplasma gallisepticum;1;4290
Bacillus thuringiensis subsp. indiana;1;4290
Bacillus phage phi3T;4;4290
Planktothrix agardhii;4;4290
Yersinia ruckeri serotype O1 (strain ATCC 29473 / DSM 18506 / JCM 15110 / NCIMB 2194 / NCTC 12986 / 2396-61);1;4290
Moraxella sp. (strain TAE123);1;4290
Komagataeibacter europaeus;2;4290
Sulfolobus sp. (strain RC3);1;4290
Pseudoalteromonas atlantica;1;4290
Thermoanaerobacter ethanolicus;1;4290
Sulfolobus solfataricus (strain 98/2);4;4290
Xanthomonas campestris pv. phaseoli;7;4290
Bacillus thermoamyloliquefaciens;2;4290
Providencia rettgeri;3;4290
Pelobacter acetylenicus;1;4290
Listeria phage A118;3;4290
Yersinia enterocolitica subsp. palearctica serotype O:3 (strain DSM 13030 / CIP 106945 / Y11);1;4290
Pseudomonas sp. (strain OS-ALG-9);1;4290
Staphylococcus lugdunensis;2;4290
Pseudomonas taetrolens;3;4290
Streptococcus dysgalactiae subsp. equisimilis (strain GGS_124);2;4290
Ensifer adhaerens;2;4290
Streptomyces noursei;4;4290
Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01);1;4290
Cobetia marina;1;4290
Streptomyces carzinostaticus;5;4290
Clostridium hungatei;3;4290
Acinetobacter nosocomialis;2;4290
Streptomyces limosus;2;4290
Halomonas eurihalina;2;4290
Bacillus psychrosaccharolyticus;3;4290
Acetobacter pasteurianus;4;4290
Lactobacillus amylovorus;1;4290
Heliobacterium gestii;3;4290
Streptomyces coerulescens;1;4290
Piscirickettsia salmonis;1;4290
Mycobacterium phlei;5;4290
Xenorhabdus budapestensis;2;4290
Streptomyces thermoviolaceus;1;4290
Agarivorans albus;2;4290
Streptomyces galilaeus;5;4290
Acetobacterium woodii;1;4290
Citrobacter koseri;4;4290
Zymomonas mobilis subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1);10;4290
Streptococcus pneumoniae phage HB-3;1;4290
Mycoplasma hominis;6;4290
Acinetobacter lwoffii;12;4290
Moritella abyssi;6;4290
Bacillus caldovelox;1;4290
Brevibacillus brevis;12;4290
Kyrpidia tusciae (strain DSM 2912 / NBRC 15312 / T2);3;4290
Achromobacter sp. (strain LBAA);1;4290
Corynebacterium flavescens;2;4290
Actinomyces naeslundii (strain ATCC 12104 / DSM 43013 / JCM 8349 / NCTC 10301 / Howell 279);1;4290
Moritella profunda;6;4290
Pseudomonas sp. (strain CBS-3);5;4290
Listeria seeligeri serovar 1/2b (strain ATCC 35967 / DSM 20751 / CIP 100100 / SLCC 3954);3;4290
Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P);2;4290
Pelomonas saccharophila;1;4290
Pseudomonas panacis;1;4290
Streptomyces thermotolerans;2;4290
Nocardia iowensis;2;4290
Clostridium sp. (strain SY8519);1;4290
Bifidobacterium longum;3;4290
Streptomyces vinaceus;3;4290
Bordetella bronchiseptica;2;4290
Klebsiella oxytoca (strain ATCC 8724 / DSM 4798 / JCM 20051 / NBRC 3318 / NRRL B-199 / KCTC 1686);3;4290
Clostridium sp. (strain G0005);1;4290
Comamonas terrigena;1;4290
Staphylococcus aureus subsp. anaerobius;1;4290
Nostoc ellipsosporum;2;4290
Paenibacillus alvei;3;4290
Burkholderia pseudomallei (strain 1026b);13;4290
Pseudomonas fragi;9;4290
Thermoanaerobacterium thermosulfurigenes;8;4290
Lysobacter lactamgenus;2;4290
Clostridium botulinum C phage;6;4290
Mycoplasma arginini;1;4290
Bifidobacterium animalis subsp. lactis (strain BB-12);1;4290
Brevibacillus laterosporus;1;4290
Aggregatibacter actinomycetemcomitans serotype C (strain D11S-1);1;4290
Thermoanaerobacter thermohydrosulfuricus;1;4290
Paracoccus aminophilus;2;4290
Wolbachia sp.;2;4290
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC 101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP);2;4290
Thermus sp. (strain AK16D);1;4290
Streptomyces peucetius;16;4290
Streptomyces sp. (strain C5);10;4290
Aeromicrobium erythreum (strain ATCC 51598 / DSM 8599 / JCM 8359 / NBRC 15406 / NRRL B-3381);1;4290
Burkholderia sp. (strain RASC);5;4290
Streptococcus pneumoniae;30;4290
Streptomyces kanamyceticus;9;4290
Streptomyces lividus;4;4290
Streptoalloteichus tenebrarius (strain ATCC 17920 / DSM 40477 / NCIB 11028);6;4290
Amycolatopsis orientalis;17;4290
Escherichia fergusonii;5;4290
Bacillus thuringiensis subsp. galleriae;3;4290
Lactococcus phage LL-H;5;4290
Lactococcus phage mv4;6;4290
Escherichia phage N15;15;4290
Desulfitobacterium hafniense;1;4290
Bacillus thuringiensis subsp. darmstadiensis;2;4290
Pseudomonas phage PP7;1;4290
Sphaerobacter thermophilus (strain DSM 20745 / S 6022);5;4290
Kitasatospora griseola;6;4290
Phaeospirillum fulvum;3;4290
Phaeospirillum molischianum;7;4290
Rhodospirillum centenum;2;4290
Afifella marina;3;4290
Agrobacterium tumefaciens (strain II Chrys);2;4290
Ehrlichia ruminantium;3;4290
Lactobacillus buchneri;2;4290
Pseudomonas sp. (strain CF600);14;4290
Sulfolobus islandicus (strain L.D.8.5 / Lassen #2);3;4290
Metallosphaera cuprina (strain Ar-4);1;4290
Methylobacillus sp. (strain 12S);1;4290
Prochlorococcus marinus subsp. pastoris (strain PCC 9511);7;4290
Spiroplasma apis;1;4290
Erysipelothrix rhusiopathiae;2;4290
Prevotella loescheii;1;4290
Rhodopseudomonas sp. (strain No.7);2;4290
Escherichia phage Phieco32;5;4290
Bacillus phage SP02;1;4290
Desulfurococcus sp. (strain Tok);1;4290
Pyrococcus glycovorans;1;4290
Pyrococcus sp. (strain GB-D);1;4290
Thermococcus aggregans;1;4290
Thermococcus gorgonarius;1;4290
Thermobaculum terrenum (strain ATCC BAA-798 / YNP1);4;4290
Bacillus sp. (strain B-0618);2;4290
Ectothiorhodospira shaposhnikovii;3;4290
Arthrospira maxima;4;4290
Acinetobacter baumannii;14;4290
Alcaligenes sp. (strain CT14);3;4290
Streptomyces cyaneus;7;4290
Rhodopseudomonas sp.;1;4290
Desulfovibrio salexigens;1;4290
Pseudoxanthomonas mexicana;4;4290
Actinosynnema pretiosum subsp. auranticum;1;4290
Desulfurococcus mobilis;6;4290
Corynebacterium diphtheriae;3;4290
Clostridium bolteae (strain ATCC BAA-613 / WAL 16351);2;4290
Amycolatopsis balhimycina;1;4290
Streptococcus phage Cp-1;5;4290
Bacillus phage M2;2;4290
Mycobacterium smegmatis (strain MKD8);12;4290
Desulfovibrio africanus;6;4290
Methanosarcina mazei;7;4290
Buchnera aphidicola subsp. Rhopalosiphum padi;10;4290
Acidianus bottle-shaped virus (isolate Italy/Pozzuoli);53;4290
Mycobacterium phage D29;68;4290
Bacillus phage Nf;7;4290
Thermococcus sp. (strain GE8);1;4290
Thermococcus hydrothermalis;1;4290
Thermococcus sp. (strain 9oN-7);1;4290
Streptomyces sp. (strain R61);1;4290
Agrobacterium vitis;29;4290
Carnobacterium divergens;1;4290
Corynebacterium sp. (strain ATCC 31090);1;4290
Methanothermobacter thermautotrophicus;28;4290
Streptomyces rimosus subsp. paromomycinus;4;4290
Mycobacterium bovis;4;4290
Pseudomonas amygdali pv. tabaci;7;4290
Peptoniphilus asaccharolyticus;5;4290
Erwinia citreus;1;4290
Halorubrum pleomorphic virus 1;9;4290
Thermoactinomyces intermedius;2;4290
Enterococcus faecalis (strain 62);1;4290
Erysipelothrix rhusiopathiae (strain Fujisawa);1;4290
Lactococcus lactis subsp. lactis (strain KF147);1;4290
Paenibacillus polymyxa (strain E681);1;4290
Acetobacter pasteurianus (strain NBRC 3283 / LMG 1513 / CCTM 1153);5;4290
Tetragenococcus halophilus;8;4290
Ochrobactrum anthropi;3;4290
Thermus scotoductus (strain ATCC 700910 / SA-01);1;4290
Streptomyces reticuli;3;4290
Megasphaera elsdenii;7;4290
Thioalkalivibrio sp. (strain K90mix);3;4290
Nocardioides sp. (strain JS1661);2;4290
Pseudomonas anguilliseptica;2;4290
Yersinia intermedia;5;4290
Bacillus methanolicus (strain MGA3 / ATCC 53907);1;4290
Bacillus thuringiensis subsp. kumamotoensis;3;4290
Bordetella pertussis (strain ATCC 9797 / DSM 5571 / NCTC 10739 / 18323);5;4290
Halorhodospira halochloris;7;4290
Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / LMG 7604 / NCTC 12251 / CI);2;4290
Bacillus thuringiensis subsp. kenyae;2;4290
Bacillus thuringiensis subsp. aizawai;9;4290
Bacillus thuringiensis subsp. entomocidus;5;4290
Pseudomonas syringae pv. maculicola;4;4290
Starkeya novella;1;4290
Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / VKM B-512);4;4290
Pelodictyon luteolum;2;4290
Rhodoblastus acidophilus;14;4290
Rhodovulum adriaticum;1;4290
Rhodomicrobium vannielii (strain ATCC 17100 / ATH 3.1.1 / DSM 162 / LMG 4299);2;4290
Desulfuromonas acetoxidans;3;4290
Bacillus thuringiensis subsp. tolworthi;2;4290
Streptomyces carbophilus;1;4290
Bacillus thuringiensis subsp. morrisoni;6;4290
Pseudonocardia autotrophica;1;4290
Actinobacillus suis;4;4290
Bacillus thuringiensis subsp. israelensis;9;4290
Bacillus thuringiensis subsp. berliner;6;4290
Bacillus thuringiensis subsp. japonensis;2;4290
Bacillus thuringiensis subsp. wuhanensis;2;4290
Comamonas sp. (strain NCIMB 9872);2;4290
Virgibacillus halodenitrificans;2;4290
Synechococcus lividus;3;4290
Bacillus thuringiensis subsp. sotto;2;4290
Desulfovibrio vulgaris;2;4290
Flavobacterium sp. (strain U-188);1;4290
Bacillus azotoformans;2;4290
Desulfovibrio desulfuricans;3;4290
Haloferax volcanii;3;4290
Pseudomonas alcaligenes;3;4290
Hafnia alvei;2;4290
Flavobacterium sp. (strain SK1022);1;4290
Amycolatopsis sp. (strain ATCC 39116 / 75iv2);3;4290
Virgibacillus pantothenticus;4;4290
Eikenella corrodens;11;4290
Escherichia coli O78:H11 (strain H10407 / ETEC);7;4290
Sulfolobus metallicus;4;4290
Erwinia pyrifoliae (strain DSM 12163 / CIP 106111 / Ep16/96);5;4290
Streptomyces sp. (strain R2075);1;4290
Pseudomonas pavonaceae;1;4290
Halobacterium salinarum;7;4290
Methylomonas sp.;4;4290
Avibacterium paragallinarum;6;4290
Hyphomicrobium sulfonivorans;1;4290
Acidianus hospitalis (strain W1);3;4290
Sulfolobus islandicus (strain HVE10/4);1;4290
Micromonospora echinospora;7;4290
Streptomyces ribosidificus;4;4290
Thermococcus litoralis;4;4290
Capnocytophaga gingivalis;3;4290
Porphyromonas endodontalis (strain ATCC 35406 / BCRC 14492 / JCM 8526 / NCTC 13058 / HG 370);3;4290
Lactobacillus sp. (strain 30a);3;4290
Raoultella ornithinolytica;2;4290
Methylophilus leisingeri (strain DSM 6813 / VKM B-2013 / DM11);2;4290
Streptomyces chartreusis;2;4290
Lelliottia amnigena;3;4290
Pseudomonas sp. (strain JR1 / K1);1;4290
Delftia sp. (strain HT23);1;4290
Arthrobacter sp. (strain YCWD3);1;4290
Cellulosimicrobium cellulans;2;4290
Streptomyces griseolus;4;4290
Bacillus atrophaeus;4;4290
Bacillus thermoproteolyticus;2;4290
Escherichia coli O18:K1:H7 (strain IHE3034 / ExPEC);12;4290
Synechococcus sp. (strain WH7805);6;4290
Bacillus selenitireducens (strain ATCC 700615 / DSM 15326 / MLS10);3;4290
Pseudomonas cannabina;1;4290
Aphanothece sacrum;2;4290
Clostridium acidurici (strain ATCC 7906 / DSM 604 / BCRC 14475 / CIP 104303 / NCIMB 10678 / 9a);1;4290
Halothece sp. (strain PCC 7418);1;4290
Rhodococcus hoagii (strain 103S);1;4290
Tsukamurella paurometabola (strain ATCC 8368 / DSM 20162 / JCM 10117 / NBRC 16120 / NCTC 13040);6;4290
Streptomyces ramocissimus;5;4290
Segniliparus rotundus (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578);5;4290
Gloeothece membranacea (strain PCC 6501);1;4290
Chloroflexus aurantiacus;4;4290
Fervidobacterium islandicum;3;4290
Flexistipes sinusarabici;1;4290
Spirochaeta aurantia;12;4290
Clostridium sp. (strain M-E);1;4290
Intrasporangium calvum (strain ATCC 23552 / DSM 43043 / JCM 3097 / NBRC 12989 / 7 KIP);2;4290
Mycoplasma synoviae;1;4290
Streptomyces griseoluteus;1;4290
Brachyspira hyodysenteriae;13;4290
Brevibacterium linens;3;4290
Bacillus sp. (strain 707);1;4290
Bacillus acidopullulyticus;2;4290
Clostridium cellulovorans;1;4290
Agrobacterium sp. (strain CP4);1;4290
Yersinia ruckeri;5;4290
Bifidobacterium breve (strain ACS-071-V-Sch8b);1;4290
Thermoanaerobacterium saccharolyticum;4;4290
Clostridium botulinum D phage;6;4290
Bifidobacterium animalis subsp. lactis (strain DSM 10140 / JCM 10602 / LMG 18314);5;4290
Corynebacterium glutamicum (strain ATCC 13032 / K051);3;4290
Pseudomonas alcaligenes (strain ATCC 14909 / DSM 50342 / JCM 20561 / NBRC 14159 / NCIMB 9945 / NCTC 10367 / 1577);1;4290
Atopobium parvulum (strain ATCC 33793 / DSM 20469 / JCM 10300 / VPI 0546);2;4290
Zinderia insecticola (strain CARI);1;4290
Helicobacter pylori (strain 52);2;4290
Clostridium sp.;1;4290
Bacillus sp. (strain 1-1);1;4290
Bacillus sp. (strain B1018);1;4290
Bacillus sp. (strain 6.6.3);1;4290
Pseudomonas sp. (strain CBB1);3;4290
Escherichia coli O157:H7 (strain EC869);3;4290
Azomonas macrocytogenes;1;4290
Acidiphilium multivorum (strain DSM 11245 / JCM 8867 / NBRC 100883 / AIU301);2;4290
Nocardia globerula;1;4290
Sporosarcina psychrophila;2;4290
Paenibacillus macerans;5;4290
Bacillus sp. (strain 17-1);1;4290
Bacillus ohbensis;1;4290
Bacillus sp. (strain 38-2);1;4290
Flavobacterium johnsoniae;1;4290
Salmonella gallinarum;4;4290
Enterococcus avium;1;4290
Lactococcus phage r1t;3;4290
Arthrobacter sp. (strain P1);2;4290
Acetohalobium arabaticum (strain ATCC 49924 / DSM 5501 / Z-7288);1;4290
Peptoclostridium difficile (strain R20291);4;4290
Azospirillum sp. (strain B510);2;4290
Streptococcus phage O1205;1;4290
Bacteroides stercoris;4;4290
Pseudomonas alginovora;1;4290
Serpula lacrymans var. lacrymans (strain S7.9);4;4290
Photobacterium sp. (strain ATCC 43367);1;4290
Bacillus sp. (strain 1011);1;4290
Acinetobacter glutaminasificans;1;4290
Bacillus methanolicus;4;4290
Micrococcus sp.;2;4290
Pseudomonas carboxydohydrogena;3;4290
Sulfitobacter sp. (strain NAS-14.1);1;4290
Anaplasma centrale;3;4290
Mycoplasma pirum;6;4290
Streptococcus downei;7;4290
Hyphomicrobium sp. (strain x);1;4290
Hyphomicrobium methylovorum;6;4290
Bacillus phage SPP1;20;4290
Bacillus sp. (strain B21-2);1;4290
Pseudomonas fulva (strain 12-X);1;4290
Thermochromatium tepidum;2;4290
Salmonella phage ST64T;2;4290
Moraxella sp. (strain B);2;4290
Salmonella virchow;2;4290
Streptomyces bingchenggensis (strain BCW-1);7;4290
Mycobacterium sp. (strain GP1);2;4290
Streptomyces akiyoshiensis;1;4290
Caldalkalibacillus thermarum (strain TA2.A1);1;4290
Agrobacterium tumefaciens (strain 15955);23;4290
Roseovarius nubinhibens (strain ATCC BAA-591 / DSM 15170 / ISM);1;4290
Ruegeria lacuscaerulensis (strain DSM 11314 / KCTC 2953 / ITI-1157);1;4290
Borrelia parkeri;1;4290
Borrelia turicatae;1;4290
Raoultella planticola;4;4290
Bacillus thuringiensis subsp. san diego;1;4290
Chlorobium phaeovibrioides;1;4290
Sporosarcina pasteurii;11;4290
Streptomyces sp. (strain K15);1;4290
Flavobacterium sp. (strain K3-15 / DSM ID92-509);1;4290
Geobacter sulfurreducens (strain DL-1 / KN400);5;4290
Synechococcus sp. (strain ATCC 27167 / PCC 6312);1;4290
Halomonas halodenitrificans (strain ATCC 12084 / NCIMB 8669);3;4290
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / VKM B-1802 / 2st14);1;4290
Lysobacter sp. (strain XL1);4;4290
Arthrobacter sp. (strain CB-8);1;4290
Salmonella austin;1;4290
Rhodococcus sp. (strain TDTM0003);1;4290
Providencia stuartii (strain MRSN 2154);1;4290
Methylobacillus glycogenes;4;4290
Solibacillus silvestris (strain StLB046);1;4290
Streptococcus suis (strain GZ1);1;4290
Abiotrophia defectiva;1;4290
Bacillus sp. (strain YM-1);1;4290
Actinomadura sp. (strain R39);1;4290
Streptomyces cinnamonensis;11;4290
Clostridium symbiosum;2;4290
Pyrococcus endeavori;2;4290
Pyrococcus horikoshii;1;4290
Thermococcus profundus;1;4290
Flavobacterium sp. (strain 141-8);1;4290
Prevotella ruminicola;5;4290
Sporosarcina ureae;4;4290
Weissella confusa;1;4290
Bacillus subtilis subsp. natto;17;4290
Methylobacterium organophilum;2;4290
Mycobacterium fortuitum;14;4290
Bacillus badius;2;4290
Bacillus sp. (strain YN-1);2;4290
Aerococcus urinae (strain ACS-120-V-Col10a);1;4290
Lactobacillus rhamnosus (strain ATCC 53103 / GG);2;4290
Staphylococcus pseudintermedius (strain HKU10-03);1;4290
Corynebacterium sp. (strain SHS752001);1;4290
Streptococcus suis (strain P1/7);5;4290
Afipia felis;1;4290
Listeria monocytogenes serotype 1/2a (strain 08-5578);2;4290
Marinococcus halophilus;3;4290
Streptomyces plicatus;2;4290
Nostoc sp. (strain MAC);1;4290
Enterococcus hirae;13;4290
Salmonella abony;1;4290
Salmonella abortus-equi;3;4290
Gluconacetobacter diazotrophicus;2;4290
Terrabacter sp. (strain DBF63);1;4290
Methanothermobacter wolfeii;6;4290
Fervidobacterium pennivorans;1;4290
Streptomyces cattleya (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057);1;4290
Burkholderia gladioli;1;4290
Methylobacter marinus;1;4290
Gluconobacter japonicus;3;4290
Clostridium sporogenes;5;4290
Pseudomonas amygdali pv. sesami;1;4290
Escherichia phage K1E;1;4290
Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061);1;4290
Treponema maltophilum;4;4290
Helicobacter mustelae;5;4290
Enterococcus sp.;1;4290
Streptomyces olivaceus;4;4290
Bordetella phage BPP-1;2;4290
Bordetella pertussis;2;4290
Streptomyces tacrolimicus;1;4290
Micromonospora olivasterospora;4;4290
Lactobacillus fermentum (strain CECT 5716);1;4290
Bacillus sp. (strain YaB);1;4290
Listeria phage A511;1;4290
Thermanaerovibrio acidaminovorans (strain ATCC 49978 / DSM 6589 / Su883);2;4290
Cellulophaga lytica;2;4290
Acidianus infernus;1;4290
Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / VR4);13;4290
Virgibacillus salexigens;1;4290
Chlorogloeopsis fritschii;1;4290
Lactobacillus fermentum;7;4290
Sulfolobus islandicus rod-shaped virus 1;43;4290
Helicobacter felis;2;4290
Ureaplasma urealyticum;7;4290
Streptococcus salivarius (strain 57.I);7;4290
Yersinia mollaretii;2;4290
Yersinia rohdei;2;4290
Acidianus filamentous virus 1 (isolate United States/Yellowstone);40;4290
Yersinia aldovae;2;4290
Yersinia frederiksenii;2;4290
Yersinia kristensenii;3;4290
Escherichia phage Bf23;3;4290
Mycoplasma bovis (strain ATCC 25523 / PG45);1;4290
Pseudomonas sp. (strain ATCC 19151);3;4290
Streptomyces hygroscopicus subsp. jinggangensis (strain 5008);5;4290
Pseudomonas sp. (strain HR199 / DSM 7063);5;4290
Desulfurococcus sp. (strain SY);7;4290
Thermococcus sp. (strain KI);2;4290
Bartonella schoenbuchensis (strain DSM 13525 / NCTC 13165 / R1);2;4290
Streptomyces tsukubensis (strain DSM 42081 / NBRC 108919 / NRRL 18488 / 9993);1;4290
Pseudomonas putida (strain DOT-T1E);14;4290
Acidianus two-tailed virus;72;4290
Helicobacter bizzozeronii;3;4290
Riemerella anatipestifer;3;4290
Photobacterium damselae subsp. damselae;2;4290
Actinomyces naeslundii;4;4290
Yersinia bercovieri;2;4290
Haemophilus influenzae (strain R2866);2;4290
Streptomyces albus (strain ATCC 21838 / DSM 41398 / FERM P-419 / JCM 4703 / NBRC 107858);2;4290
Helicobacter heilmannii;2;4290
Edwardsiella ictaluri;1;4290
Brevibacillus parabrevis;9;4290
Streptomyces lincolnensis;5;4290
Bacteroides thetaiotaomicron;2;4290
Corynebacterium nephridii;3;4290
